City/Town,State,County,Latitude,Longitude,Avg Daily Irradiance,Est. Energy Production Per Day
Gresham,OR,Multnomah,45.5021,-122.4413,3.8231,1.3763
League City,TX,Galveston,29.4874,-95.1087,4.7376,1.7055
Downey,CA,Los Angeles,33.9379,-118.1311,5.1711,1.8616
Waterloo,IA,Black Hawk,42.4918,-92.3522,4.1215,1.4837
Murrieta,CA,Riverside,33.5719,-117.1909,5.4726,1.9701
Leominster,MA,Worcester,42.5209,-71.7717,3.9001,1.404
Longview,TX,Gregg,32.5193,-94.7622,4.6152,1.6615
Jacksonville,NC,Onslow,34.7289,-77.3941,4.641,1.6708
Pompano Beach,FL,Broward,26.2428,-80.1312,4.9788,1.7924
Bend,OR,Deschutes,44.0563,-121.3095,4.3402,1.5625
Miami Gardens,FL,Miami-Dade,25.9433,-80.2426,5.0915,1.8329
Costa Mesa,CA,Orange,33.6667,-117.9135,5.4726,1.9701
Sioux City,IA,Woodbury,42.4959,-96.3901,4.2944,1.546
Everett,WA,Snohomish,47.9525,-122.1669,3.6009,1.2963
Gilroy,CA,Santa Clara,37.0046,-121.5854,5.4264,1.9535
San Buenaventura,CA,Ventura,34.2741,-119.2314,5.5726,2.0061
Temecula,CA,Riverside,33.4928,-117.1315,5.4726,1.9701
Sugar Land,TX,Fort Bend,29.5935,-95.6358,4.7376,1.7055
Chico,CA,Butte,39.7578,-121.8161,5.2126,1.8765
Eau Claire,WI,Eau Claire,44.8197,-91.4948,3.9511,1.4224
El Monte,CA,Los Angeles,34.0739,-118.0291,5.6778,2.044
Idaho Falls,ID,Bonneville,43.4871,-112.0362,4.5833,1.65
Dearborn,MI,Wayne,42.3127,-83.213,3.8465,1.3847
Bloomington,IN,Monroe,39.1637,-86.5257,4.0917,1.473
West Covina,CA,Los Angeles,34.0555,-117.9113,5.8149,2.0934
Sparks,NV,Washoe,39.5736,-119.7161,5.2929,1.9054
South Fulton,GA,Fulton,33.6273,-84.58,4.5579,1.6408
Centennial,CO,Arapahoe,39.5926,-104.8673,4.9126,1.7685
Sandy Springs,GA,Fulton,33.9366,-84.3703,4.5579,1.6408
Inglewood,CA,Los Angeles,33.9566,-118.3444,5.1711,1.8616
Hillsboro,OR,Washington,45.5273,-122.936,3.8231,1.3763
Columbia,MD,Howard,39.2004,-76.859,4.1694,1.501
Burbank,CA,Los Angeles,34.1879,-118.3235,5.6778,2.044
Davie,FL,Broward,26.0789,-80.287,4.9788,1.7924
El Cajon,CA,San Diego,32.8017,-116.9604,5.8447,2.1041
Jurupa Valley,CA,Riverside,34.001,-117.4706,5.8149,2.0934
Allen,TX,Collin,33.1088,-96.6735,4.7418,1.707
Auburn,AL,Lee,32.6087,-85.4903,4.6596,1.6775
Renton,WA,King,47.4784,-122.1918,3.6009,1.2963
Holland,MI,Ottawa,42.7677,-86.0984,3.816,1.3738
Brockton,MA,Plymouth,42.0821,-71.0242,3.9001,1.404
Rio Rancho,NM,Sandoval,35.2873,-106.6982,5.5494,1.9978
San Mateo,CA,San Mateo,37.5522,-122.3121,4.8794,1.7566
Rialto,CA,San Bernardino,34.1175,-117.3892,5.8149,2.0934
Spokane Valley,WA,Spokane,47.6626,-117.2346,3.8932,1.4016
Charlottesville,VA,Charlottesville,38.0375,-78.4855,4.2406,1.5266
Menifee,CA,Riverside,33.6909,-117.1849,5.4726,1.9701
Daly City,CA,San Mateo,37.6862,-122.4685,4.8794,1.7566
Wichita Falls,TX,Wichita,33.9072,-98.5291,5.0797,1.8287
Riverview,FL,Hillsborough,27.8227,-82.3023,5.2308,1.8831
Norwalk,CA,Los Angeles,33.9069,-118.0829,5.1711,1.8616
Lee's Summit,MO,Jackson,38.9171,-94.3816,4.3755,1.5752
Longmont,CO,Boulder,40.1686,-105.1005,4.7164,1.6979
Vacaville,CA,Solano,38.3587,-121.9673,5.333,1.9199
Highlands Ranch,CO,Douglas,39.5419,-104.9708,4.9126,1.7685
Kingsport,TN,Sullivan,36.5224,-82.5454,4.3252,1.5571
San Tan Valley,AZ,Pinal,33.1786,-111.5629,5.8669,2.1121
Quincy,MA,Norfolk,42.2506,-71.0187,3.9001,1.404
Edinburg,TX,Hidalgo,26.3196,-98.1597,5.1452,1.8523
Lynn,MA,Essex,42.4781,-70.9664,3.925,1.413
San Angelo,TX,Tom Green,31.4424,-100.4504,5.3549,1.9278
Hesperia,CA,San Bernardino,34.3975,-117.3147,5.8149,2.0934
Bowling Green,KY,Warren,36.9716,-86.4378,4.3173,1.5542
Federal Way,WA,King,47.3091,-122.3358,3.6009,1.2963
Carmel,IN,Hamilton,39.965,-86.146,4.0917,1.473
Bismarck,ND,Burleigh,46.8143,-100.7694,4.1541,1.4955
Fishers,IN,Hamilton,39.9588,-85.9659,4.0934,1.4736
Lafayette,CO,Boulder,39.9946,-105.0998,4.83,1.7388
Vista,CA,San Diego,33.1896,-117.2386,5.4726,1.9701
Boca Raton,FL,Palm Beach,26.3752,-80.108,4.9788,1.7924
St. Augustine,FL,St. Johns,29.8976,-81.31,4.792,1.7251
Beaverton,OR,Washington,45.4779,-122.8168,3.8231,1.3763
Goodyear,AZ,Maricopa,33.2614,-112.3622,5.8997,2.1239
Portsmouth,VA,Portsmouth,36.8468,-76.354,4.4303,1.5949
Orem,UT,Utah,40.2981,-111.6994,4.923,1.7723
Sunrise,FL,Broward,26.1547,-80.2997,4.9788,1.7924
Portsmouth,NH,Rockingham,43.058,-70.7826,3.8342,1.3803
Arden-Arcade,CA,Sacramento,38.6017,-121.3845,5.333,1.9199
Lawrence,KS,Douglas,38.9597,-95.2642,4.4541,1.6035
Sandy,UT,Salt Lake,40.5709,-111.8506,4.923,1.7723
Slidell,LA,St. Tammany,30.2887,-89.7828,4.7195,1.699
Buckeye,AZ,Maricopa,33.4314,-112.6429,5.8997,2.1239
Livonia,MI,Wayne,42.3972,-83.3733,3.8465,1.3847
Williamsburg,VA,Williamsburg,37.2693,-76.7076,4.4078,1.5868
Suffolk,VA,Suffolk,36.6953,-76.6398,4.4303,1.5949
Compton,CA,Los Angeles,33.893,-118.2274,5.1711,1.8616
La Crosse,WI,La Crosse,43.8241,-91.2268,3.9671,1.4282
Edmond,OK,Oklahoma,35.6689,-97.416,4.8256,1.7372
Carson,CA,Los Angeles,33.8374,-118.2559,5.1711,1.8616
San Marcos,CA,San Diego,33.135,-117.1743,5.4726,1.9701
Tracy,CA,San Joaquin,37.7269,-121.4523,5.4264,1.9535
Prescott Valley,AZ,Yavapai,34.598,-112.3185,5.7716,2.0778
Middletown,OH,Butler,39.5033,-84.3659,4.0729,1.4662
Fall River,MA,Bristol,41.7136,-71.1015,4.1025,1.4769
San Germán,PR,San Germán,18.0827,-67.046,5.7748,2.0789
Santa Fe,NM,Santa Fe,35.6619,-105.9819,5.4714,1.9697
Plantation,FL,Broward,26.1259,-80.2617,4.9788,1.7924
Mayagüez,PR,Mayagüez,18.2003,-67.1397,5.7748,2.0789
New Braunfels,TX,Comal,29.6994,-98.1148,4.952,1.7827
Roswell,GA,Fulton,34.0391,-84.3513,4.4818,1.6134
Conroe,TX,Montgomery,30.3238,-95.4824,4.7151,1.6974
South Gate,CA,Los Angeles,33.9447,-118.1926,5.1711,1.8616
Santa Monica,CA,Los Angeles,34.0235,-118.481,5.6778,2.044
Kirkland,WA,King,47.697,-122.2057,3.6009,1.2963
Hoover,AL,Jefferson,33.3763,-86.8068,4.5741,1.6467
O'Fallon,MO,St. Charles,38.785,-90.7175,4.2585,1.5331
Alafaya,FL,Orange,28.528,-81.1868,4.9408,1.7787
Palm Coast,FL,Flagler,29.5389,-81.2457,4.792,1.7251
Norwalk,CT,Western Connecticut,41.1144,-73.4215,3.9479,1.4212
Lawton,OK,Comanche,34.6175,-98.4202,5.0453,1.8163
Chino,CA,San Bernardino,33.9836,-117.6654,5.4726,1.9701
Mount Pleasant,SC,Charleston,32.8537,-79.8203,4.7535,1.7113
Manteca,CA,San Joaquin,37.7927,-121.2264,5.4264,1.9535
Westminster,CA,Orange,33.7523,-117.9938,5.4726,1.9701
Florence,SC,Florence,34.178,-79.7898,4.5809,1.6491
Joplin,MO,Jasper,37.0757,-94.5018,4.4631,1.6067
Germantown,MD,Montgomery,39.1755,-77.2643,4.0947,1.4741
San Leandro,CA,Alameda,37.7074,-122.1599,4.8794,1.7566
Town 'n' Country,FL,Hillsborough,28.0106,-82.5763,5.0641,1.8231
Clifton,NJ,Passaic,40.863,-74.1575,4.0175,1.4463
Waukegan,IL,Lake,42.3698,-87.8716,3.7545,1.3516
Bloomington,MN,Hennepin,44.8306,-93.3151,3.9987,1.4395
Avondale,AZ,Maricopa,33.3873,-112.3235,5.8997,2.1239
Atascocita,TX,Harris,29.9777,-95.1953,4.7376,1.7055
Missoula,MT,Missoula,46.8751,-114.0214,3.8472,1.385
Fort Myers,FL,Lee,26.6194,-81.8302,5.1341,1.8483
Newton,MA,Middlesex,42.3316,-71.2085,3.9001,1.404
Lawrence,MA,Essex,42.7002,-71.1626,3.9001,1.404
Muncie,IN,Delaware,40.1989,-85.395,4.0317,1.4514
Rapid City,SD,Pennington,44.0716,-103.2204,4.3233,1.5564
Troy,MI,Oakland,42.5817,-83.1457,3.8465,1.3847
Livermore,CA,Alameda,37.6868,-121.7607,5.4264,1.9535
Citrus Heights,CA,Sacramento,38.6948,-121.288,5.333,1.9199
Hawthorne,CA,Los Angeles,33.9147,-118.3476,5.1711,1.8616
Winchester,VA,Winchester,39.1735,-78.1746,4.0145,1.4452
Springdale,AR,Washington,36.1901,-94.1574,4.5144,1.6252
Whittier,CA,Los Angeles,33.9678,-118.0188,5.1711,1.8616
Deerfield Beach,FL,Broward,26.305,-80.1277,4.9788,1.7924
Decatur,IL,Macon,39.8557,-88.9342,4.1505,1.4942
San Ramon,CA,Contra Costa,37.7624,-121.9365,5.4264,1.9535
Vineland,NJ,Cumberland,39.4653,-74.9981,4.1491,1.4937
Mission,TX,Hidalgo,26.2039,-98.3256,5.1452,1.8523
Auburn,WA,King,47.3039,-122.2108,3.6009,1.2963
Lake Forest,CA,Orange,33.6605,-117.6714,5.4726,1.9701
Newport Beach,CA,Orange,33.6151,-117.8668,5.4726,1.9701
Melbourne,FL,Brevard,28.1086,-80.6627,4.92,1.7712
Brooklyn Park,MN,Hennepin,45.1112,-93.3505,3.9347,1.4165
Bryan,TX,Brazos,30.665,-96.3807,4.8119,1.7323
Westland,MI,Wayne,42.3192,-83.3805,3.8465,1.3847
Napa,CA,Napa,38.2975,-122.301,5.268,1.8965
Baytown,TX,Harris,29.7587,-94.9671,4.7956,1.7264
Cicero,IL,Cook,41.8445,-87.7593,3.9205,1.4114
Anderson,IN,Madison,40.0891,-85.6892,4.0317,1.4514
Franklin,TN,Williamson,35.92,-86.8516,4.4041,1.5855
Farmington Hills,MI,Oakland,42.486,-83.3771,3.8465,1.3847
Buena Park,CA,Orange,33.8572,-118.0046,5.1711,1.8616
Albany,GA,Dougherty,31.5776,-84.1762,4.7844,1.7224
Pine Hills,FL,Orange,28.5818,-81.4692,4.9408,1.7787
State College,PA,Centre,40.7909,-77.8567,3.9053,1.4059
Redwood City,CA,San Mateo,37.5025,-122.2253,4.8794,1.7566
Warwick,RI,Kent,41.7062,-71.4334,4.1025,1.4769
Jackson,MI,Jackson,42.2431,-84.4038,3.8391,1.3821
Cranston,RI,Providence,41.7658,-71.4858,4.1025,1.4769
Largo,FL,Pinellas,27.9088,-82.7712,5.2308,1.8831
Miami Beach,FL,Miami-Dade,25.8171,-80.1396,5.0915,1.8329
Alhambra,CA,Los Angeles,34.084,-118.1355,5.6778,2.044
Johns Creek,GA,Fulton,34.0333,-84.2027,4.4818,1.6134
Mountain View,CA,Santa Clara,37.4001,-122.0796,4.8794,1.7566
Salisbury,MD,Wicomico,38.3756,-75.5865,4.3208,1.5555
Morgantown,WV,Monongalia,39.6383,-79.9464,3.904,1.4054
Silver Spring,MD,Montgomery,39.0028,-77.0207,4.0947,1.4741
Layton,UT,Davis,41.077,-111.962,4.8707,1.7535
Springfield,OH,Clark,39.93,-83.7959,4.0606,1.4618
Lakewood,CA,Los Angeles,33.8471,-118.1222,5.1711,1.8616
Florence,AL,Lauderdale,34.8303,-87.6655,4.4965,1.6187
Folsom,CA,Sacramento,38.6668,-121.1422,5.333,1.9199
Madera,CA,Madera,36.963,-120.0778,5.5539,1.9994
New Rochelle,NY,Westchester,40.9304,-73.7836,4.1004,1.4761
Parma,OH,Cuyahoga,41.3843,-81.7286,3.775,1.359
Terre Haute,IN,Vigo,39.466,-87.3751,4.1231,1.4843
Somerville,MA,Middlesex,42.3908,-71.1014,3.9001,1.404
Flagstaff,AZ,Coconino,35.1872,-111.6194,5.6678,2.0404
Boynton Beach,FL,Palm Beach,26.5281,-80.0811,4.9788,1.7924
Homestead,FL,Miami-Dade,25.4665,-80.4472,5.0915,1.8329
Newark,OH,Licking,40.0706,-82.425,3.9529,1.423
Plymouth,MN,Hennepin,45.0225,-93.4617,3.9347,1.4165
Anniston,AL,Calhoun,33.6712,-85.8135,4.5674,1.6443
Texarkana,TX,Bowie,33.45,-94.0847,4.5578,1.6408
Tustin,CA,Orange,33.7311,-117.8107,5.4726,1.9701
Pharr,TX,Hidalgo,26.1685,-98.1904,5.1452,1.8523
Port Huron,MI,St. Clair,42.9821,-82.4388,3.9174,1.4103
Turlock,CA,Stanislaus,37.5053,-120.8588,5.3991,1.9437
Rancho Cordova,CA,Sacramento,38.5737,-121.2527,5.333,1.9199
The Villages,FL,Sumter,28.9034,-81.9887,4.9408,1.7787
Milpitas,CA,Santa Clara,37.4336,-121.8921,5.4264,1.9535
Perris,CA,Riverside,33.7898,-117.2233,5.4726,1.9701
Upland,CA,San Bernardino,34.1178,-117.6604,5.8149,2.0934
Alton,IL,Madison,38.9037,-90.152,4.2585,1.5331
Pleasanton,CA,Alameda,37.6663,-121.8805,5.4264,1.9535
Kendall,FL,Miami-Dade,25.6697,-80.3556,5.0915,1.8329
Jonesboro,AR,Craighead,35.8212,-90.6791,4.5105,1.6238
Bellflower,CA,Los Angeles,33.888,-118.1271,5.1711,1.8616
Battle Creek,MI,Calhoun,42.2985,-85.2296,3.8138,1.373
Chino Hills,CA,San Bernardino,33.9508,-117.7254,5.4726,1.9701
Cheyenne,WY,Laramie,41.135,-104.7902,4.6704,1.6813
Lebanon,PA,Lebanon,40.3412,-76.4228,3.9593,1.4253
Carmichael,CA,Sacramento,38.6318,-121.3263,5.333,1.9199
South Jordan,UT,Salt Lake,40.557,-111.9784,4.923,1.7723
Davis,CA,Yolo,38.5553,-121.737,5.333,1.9199
Elizabethtown,KY,Hardin,37.7031,-85.8773,4.2414,1.5269
Schaumburg,IL,Cook,42.0308,-88.0838,3.9446,1.4201
Alameda,CA,Alameda,37.7668,-122.267,4.8794,1.7566
Hammond,IN,Lake,41.6168,-87.4909,3.9205,1.4114
Pasco,WA,Franklin,46.2506,-119.1305,4.2752,1.5391
Evanston,IL,Cook,42.0464,-87.6943,3.7545,1.3516
Lehi,UT,Utah,40.4136,-111.8725,4.923,1.7723
Alexandria,LA,Rapides,31.2923,-92.4702,4.6122,1.6604
North Port,FL,Sarasota,27.0576,-82.1977,5.2308,1.8831
Arlington Heights,IL,Cook,42.0955,-87.9826,3.7545,1.3516
Camarillo,CA,Ventura,34.223,-119.0321,5.5726,2.0061
Wyoming,MI,Kent,42.8908,-85.7066,3.8138,1.373
Flower Mound,TX,Denton,33.0343,-97.1146,4.8974,1.7631
Bethlehem,PA,Northampton,40.6266,-75.3679,3.9492,1.4217
Hattiesburg,MS,Forrest,31.3074,-89.317,4.6494,1.6738
Loveland,CO,Larimer,40.4166,-105.0623,4.7164,1.6979
Pittsburg,CA,Contra Costa,38.0182,-121.8965,5.333,1.9199
Cedar Park,TX,Williamson,30.5105,-97.8197,4.9071,1.7666
Wenatchee,WA,Chelan,47.436,-120.3295,3.8461,1.3846
Southfield,MI,Oakland,42.4765,-83.2605,3.8465,1.3847
Rochester Hills,MI,Oakland,42.6645,-83.1563,3.8465,1.3847
Hammond,LA,Tangipahoa,30.5061,-90.4563,4.6605,1.6778
Valdosta,GA,Lowndes,30.8502,-83.2788,4.8042,1.7295
Owensboro,KY,Daviess,37.7575,-87.1172,4.3002,1.5481
Apple Valley,CA,San Bernardino,34.5352,-117.2109,5.8149,2.0934
Woodbury,MN,Washington,44.9057,-92.923,3.9651,1.4274
Pawtucket,RI,Providence,41.8744,-71.3743,4.1025,1.4769
St. Joseph,MO,Buchanan,39.7598,-94.821,4.3191,1.5549
Doral,FL,Miami-Dade,25.8152,-80.3565,5.0915,1.8329
Dover,NH,Strafford,43.1887,-70.8845,3.8342,1.3803
Missouri City,TX,Fort Bend,29.563,-95.5365,4.7376,1.7055
Saratoga Springs,NY,Saratoga,43.0674,-73.7775,3.6925,1.3293
Pocatello,ID,Bannock,42.8724,-112.4647,4.5998,1.6559
Oshkosh,WI,Winnebago,44.0227,-88.5619,3.843,1.3835
New Britain,CT,Capitol,41.6759,-72.7862,4.0035,1.4413
Castle Rock,CO,Douglas,39.3763,-104.8535,4.9126,1.7685
Lauderhill,FL,Broward,26.1605,-80.2241,4.9788,1.7924
Broomfield,CO,Broomfield,39.9542,-105.0526,4.83,1.7388
Dale City,VA,Prince William,38.6473,-77.3459,4.2275,1.5219
Bolingbrook,IL,Will,41.6901,-88.1021,3.9776,1.4319
Redmond,WA,King,47.6763,-122.1169,3.6009,1.2963
Caguas,PR,Caguas,18.2319,-66.0388,5.5331,1.9919
Mansfield,TX,Tarrant,32.569,-97.1213,4.9167,1.77
Ellicott City,MD,Howard,39.2774,-76.8345,4.1694,1.501
Sheboygan,WI,Sheboygan,43.7403,-87.7316,3.7251,1.341
Mansfield,OH,Richland,40.7656,-82.5275,3.9529,1.423
Glens Falls,NY,Warren,43.3109,-73.6458,3.6925,1.3293
Daytona Beach,FL,Volusia,29.1995,-81.0982,4.792,1.7251
Lodi,CA,San Joaquin,38.1218,-121.2932,5.333,1.9199
Redlands,CA,San Bernardino,34.0512,-117.1712,5.8149,2.0934
Harrisonburg,VA,Harrisonburg,38.4362,-78.8735,4.2406,1.5266
Dothan,AL,Houston,31.2336,-85.407,4.7502,1.7101
Cleveland,TN,Bradley,35.1817,-84.8707,4.3995,1.5838
Jackson,TN,Madison,35.6538,-88.8354,4.4302,1.5949
Mount Vernon,NY,Westchester,40.9136,-73.8291,4.1004,1.4761
Centreville,VA,Fairfax,38.839,-77.4389,4.2275,1.5219
Altoona,PA,Blair,40.5082,-78.4007,3.8148,1.3733
Framingham,MA,Middlesex,42.3085,-71.4368,3.9001,1.404
Camden,NJ,Camden,39.9361,-75.1073,4.1793,1.5045
Georgetown,TX,Williamson,30.666,-97.6966,4.9071,1.7666
Baldwin Park,CA,Los Angeles,34.0829,-117.9722,5.8149,2.0934
Rocklin,CA,Placer,38.8075,-121.2489,5.333,1.9199
Porterville,CA,Tulare,36.0643,-119.0338,5.4624,1.9665
Tamarac,FL,Broward,26.2056,-80.2539,4.9788,1.7924
Glen Burnie,MD,Anne Arundel,39.156,-76.6071,4.1694,1.501
Blacksburg,VA,Montgomery,37.23,-80.4279,4.2238,1.5206
Wausau,WI,Marathon,44.962,-89.6459,3.8678,1.3924
Sumter,SC,Sumter,33.9392,-80.393,4.6488,1.6736
Janesville,WI,Rock,42.6854,-89.0135,3.984,1.4342
Brunswick,GA,Glynn,31.1449,-81.4746,4.72,1.6992
Dublin,CA,Alameda,37.7161,-121.8963,5.4264,1.9535
Wilmington,DE,New Castle,39.7415,-75.5416,4.1793,1.5045
Waukesha,WI,Waukesha,43.0087,-88.2464,3.9025,1.4049
Fairbanks,AK,Fairbanks North Star,64.8353,-147.6533,2.6232,0.9444
Lakeville,MN,Dakota,44.6774,-93.252,3.9987,1.4395
St. Charles,MO,St. Charles,38.7954,-90.5157,4.2585,1.5331
Redondo Beach,CA,Los Angeles,33.8577,-118.3765,5.1711,1.8616
Spring Hill,TN,Maury,35.7437,-86.9116,4.4041,1.5855
Bayonne,NJ,Hudson,40.6668,-74.1158,4.0175,1.4463
Grand Forks,ND,Grand Forks,47.9214,-97.0884,3.9789,1.4324
Noblesville,IN,Hamilton,40.0355,-86.0042,4.0341,1.4523
Guaynabo,PR,Guaynabo,18.3832,-66.1134,5.5331,1.9919
El Paso de Robles,CA,San Luis Obispo,35.6394,-120.656,5.5928,2.0134
North Richland Hills,TX,Tarrant,32.8604,-97.218,4.9167,1.77
Maple Grove,MN,Hennepin,45.1089,-93.4626,3.9347,1.4165
Passaic,NJ,Passaic,40.8574,-74.1282,4.0175,1.4463
Blaine,MN,Anoka,45.1696,-93.2077,3.9347,1.4165
Lake Elsinore,CA,Riverside,33.6847,-117.3344,5.4726,1.9701
Rogers,AR,Benton,36.317,-94.1531,4.5144,1.6252
Casas Adobes,AZ,Pima,32.3423,-111.0113,5.9351,2.1366
Sherman,TX,Grayson,33.6273,-96.6221,4.7418,1.707
Walnut Creek,CA,Contra Costa,37.9024,-122.0399,4.8794,1.7566
Conway,AR,Faulkner,35.0753,-92.4692,4.4292,1.5945
Eastvale,CA,Riverside,33.9617,-117.5803,5.4726,1.9701
Union City,CA,Alameda,37.6032,-122.0181,4.8794,1.7566
Michigan City,IN,LaPorte,41.7092,-86.869,3.8863,1.3991
Poinciana,FL,Polk,28.1217,-81.4821,4.9408,1.7787
Tulare,CA,Tulare,36.1995,-119.34,5.4624,1.9665
Gary,IN,Lake,41.5905,-87.3473,3.9205,1.4114
Gaithersburg,MD,Montgomery,39.1346,-77.2131,4.0947,1.4741
East Orange,NJ,Essex,40.7651,-74.2117,4.0175,1.4463
Wesley Chapel,FL,Pasco,28.2106,-82.3238,5.0641,1.8231
West Des Moines,IA,Polk,41.5521,-93.7806,4.2286,1.5223
Dalton,GA,Whitfield,34.769,-84.972,4.4818,1.6134
Dubuque,IA,Dubuque,42.5002,-90.707,4.0028,1.441
Schenectady,NY,Schenectady,42.8025,-73.9275,3.8074,1.3707
Ankeny,IA,Polk,41.7288,-93.6031,4.2286,1.5223
Maricopa,AZ,Pinal,33.0408,-112.0011,5.8997,2.1239
Eagan,MN,Dakota,44.817,-93.1638,3.9987,1.4395
Hanford,CA,Kings,36.3274,-119.6549,5.4624,1.9665
Bristol,TN,Sullivan,36.5572,-82.2154,4.3252,1.5571
Yorba Linda,CA,Orange,33.889,-117.7714,5.4726,1.9701
Weston,FL,Broward,26.1006,-80.4054,4.9788,1.7924
Watsonville,CA,Santa Cruz,36.9206,-121.7708,5.3507,1.9263
Palo Alto,CA,Santa Clara,37.3905,-122.1468,4.8794,1.7566
South Hill,WA,Pierce,47.1198,-122.2853,3.6009,1.2963
Shawnee,KS,Johnson,39.0158,-94.8076,4.3191,1.5549
San Marcos,TX,Hays,29.8734,-97.9356,4.9027,1.765
Great Falls,MT,Cascade,47.5022,-111.2996,4.0228,1.4482
Haverhill,MA,Essex,42.7838,-71.0871,3.9001,1.404
Union City,NJ,Hudson,40.7675,-74.0323,4.0175,1.4463
Palatine,IL,Cook,42.118,-88.043,3.9446,1.4201
Longview,WA,Cowlitz,46.1461,-122.963,3.6386,1.3099
Corvallis,OR,Benton,44.5698,-123.2779,4.0182,1.4466
Rockville,MD,Montgomery,39.0834,-77.1553,4.0947,1.4741
Skokie,IL,Cook,42.036,-87.74,3.7545,1.3516
Mount Vernon,WA,Skagit,48.4203,-122.3115,3.6569,1.3165
Casper,WY,Natrona,42.842,-106.3208,4.6624,1.6785
Ames,IA,Story,42.0256,-93.6217,4.1503,1.4941
Delray Beach,FL,Palm Beach,26.455,-80.0905,4.9788,1.7924
Sammamish,WA,King,47.6017,-122.0416,3.6009,1.2963
Lynwood,CA,Los Angeles,33.924,-118.2016,5.1711,1.8616
Dundalk,MD,Baltimore,39.2704,-76.4942,4.1694,1.501
Bethesda,MD,Montgomery,38.9866,-77.1188,4.2275,1.5219
Morristown,TN,Hamblen,36.2043,-83.3001,4.3095,1.5514
Juana Díaz,PR,Juana Díaz,18.0532,-66.5044,5.5331,1.9919
Kankakee,IL,Kankakee,41.102,-87.8643,3.9205,1.4114
Fajardo,PR,Fajardo,18.3331,-65.6589,5.6973,2.051
Alpharetta,GA,Fulton,34.0704,-84.2738,4.4818,1.6134
Novi,MI,Oakland,42.4786,-83.4893,3.8465,1.3847
Kenner,LA,Jefferson,30.0109,-90.2549,4.6605,1.6778
Bay City,MI,Bay,43.5902,-83.8887,3.7992,1.3677
Victoria,TX,Victoria,28.8287,-96.9849,4.8815,1.7573
South San Francisco,CA,San Mateo,37.6538,-122.4196,4.8794,1.7566
Apex,NC,Wake,35.7237,-78.8743,4.5425,1.6353
Parkersburg,WV,Wood,39.2623,-81.542,3.9607,1.4259
Malden,MA,Middlesex,42.4305,-71.0576,3.9001,1.404
Castro Valley,CA,Alameda,37.7088,-122.0626,4.8794,1.7566
Bozeman,MT,Gallatin,45.6833,-111.0558,4.1845,1.5064
Brentwood,NY,Suffolk,40.7839,-73.2522,4.1004,1.4761
Waltham,MA,Middlesex,42.3889,-71.2423,3.9001,1.404
Pflugerville,TX,Travis,30.4515,-97.6018,4.9071,1.7666
North Little Rock,AR,Pulaski,34.7807,-92.2371,4.4586,1.6051
Brentwood,CA,Contra Costa,37.9356,-121.719,5.4264,1.9535
Laguna Niguel,CA,Orange,33.5275,-117.705,5.4726,1.9701
San Clemente,CA,Orange,33.4499,-117.6102,5.4726,1.9701
Burnsville,MN,Dakota,44.7648,-93.2793,3.9987,1.4395
Spring,TX,Harris,30.0613,-95.383,4.7151,1.6974
Port Charlotte,FL,Charlotte,26.9918,-82.114,5.4067,1.9464
Eden Prairie,MN,Hennepin,44.8488,-93.4595,3.9987,1.4395
Greenwood,IN,Johnson,39.6019,-86.1073,4.0917,1.473
Millcreek,UT,Salt Lake,40.6892,-111.8292,4.923,1.7723
Bellevue,NE,Sarpy,41.1485,-95.939,4.3087,1.5511
Coon Rapids,MN,Anoka,45.1755,-93.3094,3.9347,1.4165
Rowlett,TX,Dallas,32.9155,-96.5489,4.7744,1.7188
Hamilton,OH,Butler,39.3939,-84.5653,4.0729,1.4662
Lakewood,WA,Pierce,47.1628,-122.5299,3.6009,1.2963
Florence-Graham,CA,Los Angeles,33.9682,-118.2447,5.1711,1.8616
Commerce City,CO,Adams,39.8641,-104.843,4.9126,1.7685
Bossier City,LA,Bossier,32.5224,-93.6668,4.5969,1.6549
Taylor,MI,Wayne,42.226,-83.2688,3.8465,1.3847
La Habra,CA,Orange,33.9282,-117.9515,5.4726,1.9701
Port Orange,FL,Volusia,29.1085,-81.0137,4.792,1.7251
Moore,OK,Cleveland,35.3293,-97.4757,4.8256,1.7372
Council Bluffs,IA,Pottawattamie,41.2369,-95.8516,4.3087,1.5511
Leander,TX,Williamson,30.5728,-97.8618,4.9071,1.7666
Dearborn Heights,MI,Wayne,42.3164,-83.2769,3.8465,1.3847
Reston,VA,Fairfax,38.9497,-77.3461,4.2275,1.5219
Montebello,CA,Los Angeles,34.0155,-118.1108,5.6778,2.044
Pontiac,MI,Oakland,42.6493,-83.2878,3.8465,1.3847
Encinitas,CA,San Diego,33.0492,-117.261,5.4726,1.9701
Queen Creek,AZ,Maricopa,33.2454,-111.6173,5.8669,2.1121
Medford,MA,Middlesex,42.4234,-71.1087,3.9001,1.404
Springfield,OR,Lane,44.0538,-122.9811,4.0476,1.4571
Hendersonville,TN,Sumner,36.3063,-86.5997,4.3173,1.5542
Palm Harbor,FL,Pinellas,28.0847,-82.7481,5.0641,1.8231
Pico Rivera,CA,Los Angeles,33.9901,-118.0888,5.1711,1.8616
Marietta,GA,Cobb,33.9533,-84.5422,4.5579,1.6408
Wellington,FL,Palm Beach,26.6461,-80.2699,4.9788,1.7924
Sanford,FL,Seminole,28.7891,-81.2757,4.9408,1.7787
